customer_id,age,gender,income,employment_type,credit_score,loan_amount,loan_term,num_delinquencies,default
C01149,39,Male,56423,Salaried,753,10537,24,1,0
C01150,38,Female,52638,Salaried,695,1000,24,0,0
C01151,21,Female,29545,Salaried,645,13353,12,2,0
C01152,34,Female,70835,Salaried,631,6330,36,1,0
C01153,22,Female,66735,Salaried,642,1864,12,3,0
C01154,48,Male,47654,Self-employed,678,11724,12,1,0
C01155,50,Female,44238,Salaried,692,5458,36,0,0
C01156,58,Male,37790,Salaried,741,4851,24,0,0
C01157,24,Female,76840,Salaried,676,13893,12,1,0
C01158,21,Female,61759,Salaried,646,18159,12,0,0
C01159,28,Male,38623,Salaried,623,11396,24,1,0
C01160,49,Male,66489,Salaried,669,16290,48,0,0
C01161,59,Male,70087,Self-employed,597,8302,12,0,0
C01162,23,Female,49681,Salaried,649,12963,48,1,0
C01163,52,Male,44834,Self-employed,617,11215,36,2,0
C01164,30,Female,35103,Salaried,667,12279,36,1,0
C01165,30,Male,60611,Salaried,702,5283,60,3,0
C01166,39,Male,43593,Self-employed,699,1000,48,2,0
C01167,54,Female,42973,Self-employed,714,16995,36,2,0
C01168,53,Male,49827,Self-employed,633,8736,12,1,0
C01169,43,Male,37729,Salaried,750,1000,48,0,0
C01170,48,Female,72926,Unemployed,713,9931,12,2,0
C01171,52,Female,64518,Self-employed,711,11873,24,1,0
C01172,27,Female,51148,Salaried,736,10250,36,1,0
C01173,49,Male,37231,Self-employed,688,11319,12,0,0
C01174,28,Male,38041,Salaried,674,10492,36,0,0
C01175,21,Male,37379,Salaried,747,8389,36,2,0
C01176,23,Male,31539,Self-employed,638,10881,36,0,0
C01177,44,Male,54840,Unemployed,669,9230,36,2,1
C01178,43,Female,40363,Salaried,737,10995,36,0,0
C01179,28,Male,39506,Self-employed,669,11985,24,1,0
C01180,57,Female,37790,Self-employed,650,12907,24,0,0
C01181,23,Male,65053,Unemployed,632,7522,48,1,0
C01182,53,Female,38621,Salaried,691,13404,48,3,0
C01183,48,Male,69035,Salaried,658,12204,24,1,0
C01184,28,Male,45684,Salaried,704,16142,36,0,0
C01185,54,Female,31323,Salaried,762,10965,60,1,0
C01186,55,Male,57039,Unemployed,733,15055,60,0,0
C01187,52,Female,63309,Salaried,563,1000,36,1,0
C01188,44,Male,37129,Unemployed,715,4710,48,3,1
C01189,34,Male,50948,Self-employed,719,15562,48,2,0
C01190,52,Female,54776,Salaried,665,11672,36,1,0
C01191,63,Male,51434,Salaried,742,4748,12,0,0
C01192,36,Female,43127,Salaried,694,10934,48,1,0
C01193,24,Male,63224,Salaried,582,15352,24,0,0
C01194,57,Male,46233,Salaried,687,3833,24,2,0
C01195,41,Male,40914,Salaried,666,11408,36,1,0
C01196,34,Male,23523,Salaried,648,20942,36,2,0
C01197,51,Male,23663,Salaried,698,5987,36,3,0
C01198,38,Male,53238,Salaried,712,5460,36,1,0
C01199,27,Male,48844,Salaried,713,1000,36,0,0
C01200,30,Female,63311,Self-employed,714,8164,24,0,0
C01201,27,Male,66954,Salaried,622,14630,36,0,0
C01202,53,Male,46323,Self-employed,626,7413,48,2,0
C01203,43,Male,64229,Self-employed,693,23008,36,1,0
C01204,41,Female,41572,Self-employed,733,27034,48,0,0
C01205,39,Female,47751,Unemployed,697,19024,36,0,0
C01206,39,Male,47322,Salaried,574,6410,36,2,0
C01207,56,Male,73685,Salaried,707,11558,12,1,0
C01208,49,Male,30822,Salaried,602,7069,24,1,0
C01209,38,Female,50887,Salaried,714,6750,48,1,0
C01210,22,Male,39559,Salaried,652,11719,24,1,0
C01211,21,Female,45514,Salaried,695,4738,12,2,0
C01212,25,Male,44873,Salaried,785,1000,36,2,0
C01213,40,Female,51080,Self-employed,662,3014,12,1,0
C01214,31,Female,70203,Self-employed,642,11345,36,0,0
C01215,62,Male,78530,Salaried,658,19475,36,2,0
C01216,22,Male,59848,Salaried,604,14699,36,1,0
C01217,23,Male,35313,Self-employed,629,9444,36,2,0
C01218,43,Male,47380,Self-employed,733,13807,48,1,1
C01219,32,Male,53909,Salaried,581,9661,24,2,1
C01220,40,Male,43896,Self-employed,648,15339,36,0,0
C01221,25,Male,45843,Salaried,691,13779,36,3,0
C01222,57,Female,48932,Salaried,659,1000,24,3,0
C01223,58,Male,61583,Salaried,747,6754,48,0,0
C01224,50,Male,57952,Unemployed,671,13409,48,2,0
C01225,29,Female,40847,Salaried,663,14077,24,1,1
C01226,54,Male,58892,Salaried,687,7682,36,2,0
C01227,64,Male,75865,Unemployed,693,1000,60,3,0
C01228,55,Male,27305,Salaried,680,11051,12,1,0
C01229,42,Male,43440,Self-employed,676,2339,24,1,0
C01230,64,Female,42299,Salaried,582,5840,36,4,1
C01231,44,Female,51198,Salaried,623,17044,60,1,0
C01232,37,Male,22641,Unemployed,708,7712,24,0,0
C01233,30,Male,70416,Salaried,730,6464,48,0,0
C01234,50,Female,50701,Self-employed,743,9362,36,1,0
C01235,43,Male,54472,Unemployed,607,14547,36,1,0
C01236,52,Female,52734,Self-employed,638,8754,60,1,0
C01237,37,Female,42252,Salaried,754,17345,48,0,0
C01238,37,Female,60479,Salaried,660,5395,24,0,0
C01239,34,Male,50078,Salaried,710,4787,24,0,0
C01240,29,Male,18730,Salaried,848,12360,12,0,0
C01241,60,Male,48377,Unemployed,732,6511,36,0,1
C01242,22,Female,45836,Salaried,669,12399,36,0,0
C01243,45,Male,60451,Unemployed,672,21458,36,2,0
C01244,59,Male,90521,Self-employed,706,3659,36,1,0
C01245,29,Female,55665,Unemployed,583,11636,60,1,0
C01246,42,Male,81796,Unemployed,702,14619,12,3,0
C01247,63,Male,39706,Self-employed,666,6707,36,1,0
C01248,24,Male,40668,Self-employed,676,10064,12,1,0
C01249,46,Female,46303,Self-employed,685,1000,36,0,0
C01250,49,Male,56377,Self-employed,758,9987,12,0,0
C01251,54,Female,40390,Self-employed,692,5026,48,1,0
C01252,43,Female,25822,Self-employed,691,5087,48,0,0
C01253,57,Female,50345,Salaried,715,8965,60,1,0
C01254,31,Male,32855,Salaried,683,7757,24,0,0
C01255,26,Male,66737,Salaried,713,3802,60,0,0
C01256,38,Male,59658,Salaried,674,17818,36,0,0
C01257,41,Female,38607,Salaried,738,10739,36,0,1
C01258,62,Female,56836,Self-employed,743,11969,12,3,0
C01259,56,Male,41777,Self-employed,713,7175,36,2,1
C01260,61,Female,49217,Salaried,565,9695,36,1,0
C01261,58,Male,49374,Self-employed,688,1000,36,0,0
C01262,54,Male,44965,Unemployed,583,4524,24,0,0
C01263,37,Male,62460,Self-employed,699,17457,36,1,0
C01264,57,Male,33212,Self-employed,760,13106,36,0,0
C01265,45,Male,58054,Salaried,737,7586,24,2,0
C01266,58,Male,54567,Salaried,666,11957,60,1,0
C01267,32,Male,28931,Salaried,671,1254,12,1,0
C01268,43,Female,38083,Salaried,588,7977,36,0,1
C01269,62,Male,33591,Salaried,680,10019,24,1,0
C01270,42,Female,44503,Unemployed,669,13945,36,0,1
C01271,41,Female,50726,Self-employed,617,5957,48,5,0
C01272,47,Male,36074,Salaried,630,10211,36,1,0
C01273,51,Female,64536,Salaried,620,8766,12,2,0
C01274,26,Female,65866,Salaried,787,11877,48,0,0
C01275,47,Female,68516,Salaried,685,11180,24,1,0
C01276,60,Male,9229,Self-employed,717,9790,24,1,0
C01277,54,Male,79222,Salaried,725,11703,36,3,0
C01278,32,Male,52490,Self-employed,760,6990,48,2,0
C01279,27,Male,50709,Self-employed,759,7381,12,3,0
C01280,30,Male,48471,Self-employed,727,2170,36,3,0
C01281,37,Female,30181,Self-employed,603,13515,36,0,1
C01282,46,Female,55396,Salaried,727,9334,36,0,0
C01283,41,Male,74179,Salaried,660,4600,24,3,0
C01284,48,Female,52310,Self-employed,616,6052,60,1,0
C01285,22,Female,33273,Self-employed,661,18250,24,1,0
C01286,63,Female,27120,Salaried,687,8700,24,1,0
C01287,21,Female,45589,Salaried,551,12106,12,0,0
C01288,56,Male,38839,Salaried,700,7437,48,1,0
C01289,46,Male,60538,Salaried,736,4257,12,2,0
C01290,49,Male,70556,Self-employed,684,10202,24,3,0
C01291,41,Female,57044,Salaried,625,15505,24,0,0
C01292,31,Female,48723,Self-employed,710,17375,36,1,0
C01293,60,Male,48012,Salaried,678,16808,48,0,0
C01294,31,Male,51066,Self-employed,767,13269,60,4,0
C01295,56,Female,32600,Salaried,565,12824,48,0,0
C01296,59,Male,59033,Salaried,551,5440,48,1,0
C01297,60,Male,33787,Self-employed,675,10391,36,2,0
C01298,55,Female,66742,Salaried,656,15008,48,2,0
C01299,54,Female,44551,Salaried,693,17183,48,2,1
C01300,44,Male,62462,Self-employed,700,9663,24,1,0
C01301,42,Female,27900,Unemployed,755,7933,24,1,0
C01302,25,Male,62356,Salaried,667,5405,36,1,0
C01303,53,Female,70437,Salaried,702,9996,60,2,0
C01304,56,Female,30776,Salaried,614,15881,24,1,0
C01305,40,Male,48297,Unemployed,803,7561,60,1,0
C01306,39,Female,55023,Salaried,735,13345,24,0,0
C01307,55,Male,55758,Salaried,724,15833,36,1,0
C01308,63,Female,44906,Salaried,639,8009,36,2,0
C01309,37,Male,42262,Salaried,748,9136,36,1,0
C01310,63,Female,53798,Salaried,730,16370,60,2,0
C01311,54,Female,55288,Salaried,711,11859,36,1,0
C01312,29,Male,40588,Salaried,674,18152,24,1,0
C01313,46,Female,37624,Salaried,627,10301,36,1,0
C01314,22,Male,68170,Self-employed,677,15875,36,1,0
C01315,29,Female,51615,Unemployed,640,4311,60,1,0
C01316,29,Female,15924,Salaried,699,13947,36,1,0
C01317,60,Male,68262,Self-employed,624,8111,36,0,0
C01318,37,Female,41042,Self-employed,644,3643,48,1,0
C01319,21,Female,51001,Salaried,575,7722,60,1,1
C01320,45,Male,55622,Salaried,706,9334,48,1,0
C01321,63,Female,27744,Self-employed,701,12937,60,1,0
C01322,60,Male,45667,Salaried,654,9530,36,1,0
C01323,62,Male,69763,Salaried,558,1000,48,0,0
C01324,45,Male,66340,Salaried,595,8426,12,1,0
C01325,59,Female,45644,Salaried,685,10041,36,0,0
C01326,55,Female,60737,Self-employed,730,13275,12,1,1
C01327,23,Male,62712,Self-employed,630,14693,24,2,0
C01328,57,Female,61947,Unemployed,740,6469,36,5,1
C01329,64,Male,32809,Self-employed,763,6370,24,0,0
C01330,64,Female,74617,Salaried,702,6023,24,1,0
C01331,50,Male,43042,Self-employed,732,5144,12,1,0
C01332,58,Male,51640,Self-employed,623,1894,48,2,1
C01333,54,Female,44730,Self-employed,590,12420,36,3,0
C01334,32,Male,53446,Salaried,773,23122,48,0,0
C01335,39,Male,37036,Salaried,630,14343,36,2,0
C01336,57,Female,46623,Unemployed,737,14875,36,0,0
C01337,64,Male,52741,Self-employed,700,12310,36,2,0
C01338,37,Male,68369,Salaried,768,3263,48,2,1
C01339,30,Female,66558,Salaried,718,8455,24,0,0
C01340,32,Male,67318,Self-employed,621,13487,12,1,0
C01341,36,Male,63029,Salaried,662,3618,36,3,0
C01342,44,Male,77700,Salaried,715,7588,48,1,1
C01343,39,Male,45647,Self-employed,652,3453,36,0,0
C01344,28,Male,47633,Self-employed,732,7514,36,0,0
C01345,51,Male,47015,Salaried,684,19926,36,0,0
C01346,41,Male,49083,Self-employed,733,18113,60,1,0
C01347,37,Male,28456,Self-employed,736,10812,36,1,0
C01348,43,Female,53971,Salaried,695,17816,36,1,0
C01349,57,Male,57440,Salaried,673,13353,24,1,0
C01350,36,Male,46138,Salaried,653,8738,60,1,0
C01351,26,Female,23639,Salaried,622,3831,48,1,0
C01352,28,Male,50321,Salaried,765,8250,24,1,0
C01353,45,Male,30579,Salaried,683,8558,24,1,0
C01354,38,Male,56409,Salaried,667,8040,48,0,0
C01355,45,Male,51789,Salaried,668,9434,60,0,1
C01356,32,Male,53260,Salaried,677,4798,36,1,0
C01357,35,Male,34084,Salaried,655,3530,24,1,0
C01358,46,Female,68923,Salaried,651,3219,24,1,0
C01359,61,Female,52553,Self-employed,611,12226,48,1,0
C01360,46,Female,36286,Salaried,682,5216,36,1,0
C01361,52,Female,58694,Salaried,745,11055,36,1,0
C01362,30,Female,51466,Salaried,643,10235,24,1,0
C01363,36,Male,77553,Self-employed,707,11726,24,2,0
C01364,27,Male,41706,Salaried,708,8281,12,0,0
C01365,37,Male,31286,Unemployed,700,4529,60,3,0
C01366,43,Male,54340,Self-employed,773,18659,36,0,0
C01367,46,Male,65183,Salaried,710,6493,48,0,0
C01368,41,Female,84844,Salaried,683,19670,48,1,0
C01369,42,Female,101279,Self-employed,696,3306,36,0,0
C01370,27,Male,26719,Salaried,722,4930,36,0,0
C01371,34,Male,47971,Salaried,766,1024,12,2,0
C01372,35,Male,31336,Salaried,668,10415,36,1,0
C01373,27,Female,46289,Unemployed,688,13255,36,0,0
C01374,29,Female,87158,Salaried,833,2626,36,2,0
C01375,28,Male,37704,Salaried,677,10148,48,0,0
C01376,43,Female,49670,Salaried,675,7942,48,0,0
C01377,49,Male,41287,Salaried,638,1000,48,1,0
C01378,38,Female,34950,Self-employed,684,9484,12,1,0
C01379,51,Female,76891,Salaried,676,14601,36,1,0
C01380,50,Male,26911,Self-employed,699,17326,24,1,0
C01381,59,Female,48762,Salaried,693,1659,60,0,0
C01382,55,Female,51319,Self-employed,581,15111,36,1,0
C01383,38,Male,49504,Salaried,614,14005,36,0,0
C01384,62,Female,45264,Self-employed,671,8146,36,1,0
C01385,59,Male,74215,Self-employed,658,1395,24,0,0
C01386,37,Female,18321,Self-employed,628,11660,36,1,0
C01387,34,Male,56546,Salaried,587,1509,60,0,0
C01388,51,Male,57214,Self-employed,761,11573,12,0,0
C01389,44,Female,54304,Salaried,760,7057,48,0,0
C01390,55,Female,37537,Unemployed,717,5749,36,1,1
C01391,64,Male,68075,Salaried,650,11416,24,2,0
C01392,54,Female,67324,Self-employed,753,21524,48,1,0
C01393,23,Female,37008,Salaried,644,17293,12,1,0
C01394,57,Female,32031,Salaried,701,9957,48,1,0
C01395,63,Male,29133,Salaried,640,11469,36,1,0
C01396,60,Male,53381,Salaried,681,9456,24,0,1
C01397,46,Male,50701,Salaried,704,8547,24,0,0
C01398,43,Female,44583,Salaried,605,18047,48,4,0
C01399,64,Female,81219,Salaried,658,11420,48,2,0
C01400,59,Male,43083,Self-employed,692,12628,36,0,0
C01401,35,Male,52812,Salaried,617,12039,48,1,0
C01402,24,Female,47085,Self-employed,632,9701,48,0,0
C01403,49,Female,79446,Self-employed,692,4780,36,1,0
C01404,42,Female,20154,Self-employed,653,5680,24,1,0
C01405,45,Female,45351,Salaried,618,11575,36,1,0
C01406,33,Male,59213,Salaried,681,12997,60,1,0
C01407,38,Female,46664,Self-employed,701,3998,36,2,1
C01408,53,Female,30435,Self-employed,792,6543,60,2,0
C01409,36,Male,52648,Self-employed,684,7275,48,1,1
C01410,62,Male,25680,Self-employed,680,5296,48,1,0
C01411,64,Female,60053,Self-employed,665,1000,24,2,0
C01412,22,Male,43801,Salaried,737,3427,36,1,0
C01413,55,Female,41277,Self-employed,696,9788,48,0,1
C01414,62,Female,65692,Self-employed,721,12823,36,0,0
C01415,54,Male,34951,Salaried,691,6563,48,2,0
C01416,50,Male,26863,Salaried,725,12267,24,0,0
C01417,33,Female,36342,Self-employed,698,10470,48,2,0
C01418,33,Male,80705,Salaried,609,13480,12,0,0
C01419,38,Female,34944,Unemployed,665,18243,24,0,0
C01420,52,Female,55482,Salaried,667,5604,36,1,0
C01421,52,Female,62650,Self-employed,702,7594,60,3,0
C01422,55,Male,35903,Self-employed,687,3849,60,0,0
C01423,59,Female,35923,Self-employed,746,17555,36,1,0
C01424,49,Female,52702,Salaried,699,7818,48,1,0
C01425,49,Female,53379,Salaried,703,11186,36,2,0
C01426,64,Male,70214,Salaried,629,13236,48,0,0
C01427,36,Female,38461,Salaried,687,17153,48,3,1
C01428,64,Female,44341,Self-employed,669,2563,36,2,0
C01429,30,Female,92575,Salaried,576,14697,48,4,0
C01430,50,Male,23110,Self-employed,614,1000,36,0,0
C01431,45,Female,20034,Salaried,716,4293,24,2,0
C01432,59,Female,29254,Salaried,712,8894,60,1,0
C01433,40,Male,66524,Self-employed,650,9902,36,2,0
C01434,25,Male,43425,Salaried,652,17611,60,1,0
C01435,21,Female,43420,Self-employed,623,10237,24,1,0
C01436,50,Female,35521,Salaried,729,9812,48,0,0
C01437,23,Female,63776,Self-employed,639,10949,36,0,0
C01438,34,Male,29486,Salaried,651,15699,36,0,0
C01439,50,Male,41277,Salaried,730,6411,60,2,0
C01440,24,Female,36115,Salaried,729,1793,36,1,0
C01441,38,Male,9915,Self-employed,671,10474,48,2,0
C01442,57,Female,42826,Salaried,680,10424,48,0,0
C01443,45,Female,49112,Salaried,703,9099,12,1,1
C01444,21,Male,38367,Self-employed,659,18204,24,2,0
C01445,35,Female,45975,Salaried,675,14231,36,0,0
C01446,29,Male,46360,Self-employed,670,1000,60,1,0
C01447,35,Male,48004,Salaried,714,7489,12,2,0
C01448,44,Female,34189,Salaried,750,12486,24,2,0
C01449,24,Male,33327,Salaried,737,12101,36,1,0
C01450,32,Female,50704,Salaried,730,15524,36,0,0
C01451,57,Male,27858,Salaried,625,17552,24,0,0
C01452,57,Female,46788,Salaried,744,12011,60,2,0
C01453,63,Female,74532,Self-employed,646,13052,24,1,0
C01454,26,Female,49417,Salaried,590,3109,24,2,1
C01455,59,Male,22601,Salaried,637,6590,36,2,1
C01456,44,Female,52697,Salaried,675,7237,36,1,0
C01457,31,Male,62277,Salaried,578,2902,12,3,0
C01458,33,Male,38070,Salaried,715,13794,60,2,0
C01459,54,Male,45515,Self-employed,721,10619,12,1,0
C01460,45,Male,36834,Unemployed,660,19169,24,1,0
C01461,27,Male,43067,Salaried,621,13272,48,1,0
C01462,24,Female,40016,Salaried,726,11629,24,0,0
C01463,28,Male,56535,Salaried,633,17806,48,1,1
C01464,40,Female,74873,Salaried,598,6394,24,1,0
C01465,49,Female,50858,Salaried,676,1000,12,3,0
C01466,30,Male,26873,Salaried,681,14698,24,1,0
C01467,63,Female,87941,Self-employed,695,12076,48,3,0
C01468,54,Female,58743,Salaried,718,9330,36,1,0
C01469,46,Male,61797,Self-employed,724,7600,36,1,0
C01470,61,Female,49044,Salaried,616,6367,36,3,0
C01471,23,Male,53490,Unemployed,578,9958,36,1,0
C01472,26,Male,44872,Salaried,702,11049,36,1,1
C01473,25,Male,63555,Self-employed,682,13497,60,1,0
C01474,25,Female,42838,Self-employed,657,2827,48,1,0
C01475,43,Female,57340,Self-employed,672,15547,48,0,0
C01476,29,Female,64541,Salaried,638,9009,36,0,0
C01477,55,Female,68689,Salaried,766,10317,36,0,0
C01478,40,Male,65479,Salaried,579,6290,24,2,0
C01479,62,Male,34646,Salaried,701,12319,24,0,0
C01480,55,Female,73591,Salaried,615,19190,36,1,0
C01481,38,Male,59963,Salaried,646,13946,48,0,0
C01482,37,Female,54583,Salaried,658,7788,36,1,0
C01483,44,Male,56313,Salaried,630,1232,36,3,0
C01484,23,Male,47624,Salaried,668,6939,60,1,0
C01485,52,Male,43000,Salaried,548,7261,24,0,0
C01486,55,Male,44472,Salaried,603,12075,36,1,0
C01487,58,Male,69321,Salaried,587,6714,24,0,1
C01488,33,Female,51215,Self-employed,618,6079,36,0,0
C01489,45,Female,54225,Salaried,640,8216,36,0,0
C01490,29,Male,50902,Unemployed,679,9757,12,2,1
C01491,24,Female,39981,Salaried,647,8380,36,1,0
C01492,34,Male,17797,Self-employed,636,7964,36,1,0
C01493,57,Male,61530,Salaried,653,3205,24,1,0
C01494,54,Male,59941,Unemployed,645,12228,48,1,0
C01495,31,Male,49828,Salaried,661,4826,24,5,0
C01496,61,Female,33646,Self-employed,663,14562,36,0,0
C01497,23,Male,77312,Salaried,641,15552,60,0,0
C01498,48,Female,44882,Self-employed,601,3831,12,0,0
C01499,49,Male,53723,Salaried,677,18661,60,1,0
C01500,29,Male,39452,Self-employed,721,15501,36,1,0
C01501,23,Female,29754,Self-employed,626,10832,48,4,0
C01502,45,Male,58844,Unemployed,674,5061,36,0,0
C01503,54,Male,27487,Self-employed,657,1000,36,2,0
C01504,32,Female,53435,Salaried,709,10020,36,2,0
C01505,62,Female,53479,Salaried,636,10640,60,1,0
C01506,29,Female,33203,Self-employed,669,14438,36,1,0
C01507,35,Male,30553,Salaried,673,1000,24,1,0
C01508,60,Male,38443,Self-employed,692,14940,36,1,0
C01509,45,Female,40586,Salaried,624,15638,48,1,0
C01510,25,Female,27053,Salaried,695,12134,24,1,0
C01511,31,Male,33122,Salaried,653,3243,36,2,0
C01512,54,Male,51138,Salaried,705,8848,36,2,0
C01513,44,Female,79844,Self-employed,660,4235,60,0,0
C01514,35,Female,65114,Salaried,742,3437,36,3,0
C01515,58,Female,52407,Salaried,599,4164,36,1,0
C01516,28,Female,66925,Unemployed,707,11096,24,1,0
C01517,25,Male,67331,Salaried,695,5848,48,2,0
C01518,46,Male,45425,Self-employed,703,8825,24,0,0
C01519,38,Male,53868,Salaried,732,13332,36,0,0
C01520,26,Male,64668,Self-employed,590,9974,48,0,0
C01521,57,Female,66717,Salaried,788,8013,48,2,0
C01522,33,Male,66861,Salaried,705,9289,36,0,0
C01523,48,Female,34594,Salaried,776,18012,48,0,0
C01524,25,Male,67625,Salaried,773,16468,48,1,0
C01525,33,Male,77871,Unemployed,701,1000,36,2,0
C01526,37,Male,72401,Salaried,692,7573,24,1,0
C01527,60,Female,33717,Self-employed,717,10072,60,1,0
C01528,52,Male,29945,Salaried,565,20297,36,1,0
C01529,49,Female,56978,Salaried,675,9073,36,2,0
C01530,23,Female,72122,Salaried,728,7986,60,2,1
C01531,60,Male,53392,Salaried,756,8805,60,0,0
C01532,54,Female,46475,Salaried,664,9419,48,1,0
C01533,60,Male,48647,Salaried,698,11072,48,0,0
C01534,47,Female,65307,Self-employed,708,11828,24,0,0
C01535,33,Male,45175,Salaried,675,9028,24,1,0
C01536,53,Female,57214,Salaried,633,19220,36,0,1
C01537,26,Female,48044,Salaried,646,10164,60,2,0
C01538,44,Male,36674,Self-employed,627,15788,48,1,0
C01539,39,Male,35499,Salaried,604,10377,48,1,0
C01540,36,Male,57879,Unemployed,671,7910,24,2,0
C01541,60,Male,9418,Salaried,790,12337,36,2,0
C01542,48,Female,57188,Salaried,692,1000,36,4,0
C01543,53,Female,47440,Salaried,665,9212,36,2,0
C01544,61,Female,64191,Salaried,698,1000,48,0,0
C01545,33,Female,59021,Self-employed,638,3871,12,0,0
C01546,63,Male,50669,Salaried,596,6009,24,0,0
C01547,45,Female,33989,Salaried,645,9879,36,1,0
C01548,62,Male,34801,Salaried,623,11674,36,0,0
C01549,56,Female,40325,Salaried,587,1648,60,1,0
C01550,47,Male,63028,Unemployed,652,7508,24,0,0
C01551,58,Male,76530,Self-employed,704,8253,24,1,0
C01552,27,Male,54948,Salaried,699,20266,24,2,0
C01553,25,Male,41161,Salaried,693,9643,48,1,0
C01554,63,Male,42724,Self-employed,763,3634,24,0,0
C01555,51,Female,43414,Salaried,652,14273,36,2,0
C01556,43,Male,65601,Self-employed,701,8644,36,2,0
C01557,62,Female,43121,Salaried,660,13725,12,1,0
C01558,30,Female,49344,Salaried,751,15027,48,0,0
C01559,52,Male,70171,Self-employed,639,5733,48,1,0
C01560,63,Female,41487,Salaried,717,7953,24,2,0
C01561,50,Female,58355,Self-employed,692,8099,36,2,0
C01562,59,Female,63506,Salaried,740,14406,36,0,0
C01563,51,Male,50951,Self-employed,680,18112,60,2,0
C01564,38,Male,79311,Salaried,668,18302,36,3,0
C01565,56,Male,74981,Salaried,662,8942,24,1,0
C01566,22,Male,53946,Self-employed,672,17678,36,1,0
C01567,34,Female,37942,Salaried,586,11865,36,0,0
C01568,33,Female,38651,Self-employed,653,8192,36,0,0
C01569,49,Female,53189,Unemployed,650,6068,36,3,0
C01570,32,Female,33649,Self-employed,622,12376,36,1,0
C01571,59,Female,54034,Self-employed,651,17990,48,2,0
C01572,22,Female,75321,Self-employed,635,16132,36,0,1
C01573,52,Male,50937,Salaried,654,6023,36,1,0
C01574,33,Female,49715,Self-employed,711,11729,24,0,0
C01575,47,Female,62797,Salaried,711,5728,36,2,0
C01576,61,Female,57872,Self-employed,758,11049,36,2,0
C01577,37,Male,32775,Salaried,695,12330,48,0,0
C01578,60,Female,43171,Salaried,603,11566,48,0,0
C01579,51,Female,78409,Salaried,663,14962,48,2,0
C01580,54,Male,54881,Self-employed,648,6407,36,0,0
C01581,44,Female,34903,Salaried,630,16687,12,0,0
C01582,55,Male,47122,Salaried,733,8147,36,1,0
C01583,26,Male,23261,Salaried,702,4316,12,0,0
C01584,39,Female,22137,Salaried,683,15020,60,2,0
C01585,50,Female,64734,Salaried,605,12290,36,2,0
C01586,27,Male,49932,Salaried,675,14855,36,2,0
C01587,30,Female,57783,Self-employed,796,10758,24,1,0
C01588,61,Female,67368,Salaried,638,1000,60,1,0
C01589,52,Male,55092,Self-employed,669,5807,36,0,0
C01590,54,Male,60996,Salaried,749,10586,24,1,0
C01591,48,Female,53859,Salaried,658,9707,24,1,1
C01592,35,Male,69295,Salaried,657,19010,36,0,0
C01593,50,Female,76601,Unemployed,668,6007,36,1,0
C01594,57,Female,52993,Salaried,697,14340,36,0,0
C01595,49,Female,52364,Salaried,633,12925,12,2,0
C01596,42,Female,54802,Unemployed,726,1000,12,2,0
C01597,24,Male,48417,Salaried,660,9906,36,1,0
C01598,40,Female,43995,Salaried,690,10558,36,0,1
C01599,52,Male,65725,Self-employed,659,16568,48,0,0
C01600,56,Female,44016,Self-employed,613,1399,48,0,0
C01601,24,Female,43150,Self-employed,570,13865,36,3,1
C01602,47,Male,63475,Self-employed,691,11978,36,2,0
C01603,37,Female,64626,Salaried,589,16574,48,1,0
C01604,32,Male,85002,Self-employed,718,6844,48,2,0
C01605,42,Male,68294,Salaried,686,13857,36,1,0
C01606,37,Female,62405,Salaried,781,4443,24,2,0
C01607,30,Female,64570,Salaried,650,20311,48,1,0
C01608,21,Female,47781,Self-employed,766,7879,24,0,0
C01609,42,Female,58433,Self-employed,665,2565,48,0,0
C01610,46,Male,59144,Salaried,726,5655,36,1,0
C01611,38,Female,41868,Salaried,707,14842,36,0,0
C01612,34,Female,49265,Salaried,588,9828,48,1,1
C01613,49,Female,64285,Unemployed,839,15047,36,2,0
C01614,32,Female,49722,Salaried,760,17904,36,2,1
C01615,56,Female,59173,Salaried,699,14861,36,1,0
C01616,55,Male,63451,Self-employed,746,14665,60,2,0
C01617,32,Female,62752,Self-employed,693,5018,48,0,0
C01618,27,Male,75959,Self-employed,724,6173,24,1,0
C01619,49,Female,41280,Unemployed,687,4084,48,1,0
C01620,31,Female,74637,Self-employed,627,10153,24,2,0
C01621,53,Female,57114,Self-employed,674,19629,24,0,0
C01622,26,Male,62510,Salaried,653,8739,60,2,0
C01623,35,Female,60454,Salaried,711,18780,48,0,0
C01624,52,Male,59695,Self-employed,627,1994,36,0,0
C01625,31,Male,40439,Salaried,687,7737,36,2,0
C01626,43,Female,61959,Self-employed,609,5384,12,1,0
C01627,46,Male,28417,Salaried,718,12200,36,1,0
C01628,54,Female,81428,Salaried,619,11810,36,0,1
C01629,54,Female,55727,Salaried,710,1704,12,0,0
C01630,49,Male,67399,Salaried,685,5841,48,0,0
C01631,24,Female,60227,Salaried,732,15781,36,2,0
C01632,37,Female,50548,Salaried,672,14820,36,2,0
C01633,55,Male,41888,Self-employed,720,5808,12,0,0
C01634,33,Male,39044,Unemployed,687,6283,12,2,0
C01635,61,Male,61690,Salaried,701,9400,24,1,0
C01636,59,Male,60904,Salaried,590,5611,48,2,0
C01637,35,Male,58376,Salaried,647,12028,36,0,0
C01638,49,Male,48233,Salaried,671,8988,24,0,0
C01639,49,Female,56198,Salaried,748,14862,36,1,1
